artist_names,artists_id,danceability,energy,valence,tempo,loudness,mode,key,acousticness,instrumentalness,liveness,speechiness,explicit,duration_ms,popularity,year,release_date,song_title (censored)
['Bullet for My Valentine'],[865403],0.313,0.97,0.0799,118.951,-3.509,1,7,2.20E-05,0.00471,0.118,0.0643,0,356280,50,2010,4/20/2010,Alone
['Bullet for My Valentine'],[865403],0.221,0.976,0.553,189.842,-2.274,0,7,0.00075,1.03E-06,0.228,0.178,0,215533,39,2006,2/14/2006,Suffocating Under Words Of Sorrow (What Can I Do)
['Bullet for My Valentine'],[865403],0.377,0.902,0.353,156.123,-5.305,1,0,0.000222,0.00555,0.397,0.0776,0,406467,40,2008,1/28/2008,Forever and Always
['Bullet for My Valentine'],[865403],0.312,0.83,0.331,133.712,-3.881,0,11,5.02E-05,0.00122,0.148,0.0364,0,306467,49,2010,4/20/2010,A Place Where You Belong
['Bullet for My Valentine'],[865403],0.378,0.954,0.64,93.142,-2.352,1,0,0.000174,1.26E-06,0.152,0.134,0,241280,38,2006,2/14/2006,Room 409
['Bullet for My Valentine'],[865403],0.452,0.973,0.483,93.384,-2.435,1,5,3.58E-05,1.91E-06,0.338,0.0775,0,219467,38,2006,2/14/2006,The Poison
['Bullet for My Valentine'],[865403],0.199,0.921,0.609,195.13,-3.432,0,2,0.00106,0,0.353,0.0873,0,210120,44,2007,6/12/2007,Hit The Floor
['Bullet for My Valentine'],[865403],0.295,0.562,0.514,87.067,-8.686,1,2,0.031,0,0.0968,0.0358,0,259520,39,2008,12/9/2008,Road To Nowhere
['Bullet for My Valentine'],[865403],0.433,0.931,0.544,93.346,-4.178,0,7,0.000456,1.98E-05,0.0723,0.0881,0,358280,38,2008,1/28/2008,Deliver Us from Evil
['Bullet for My Valentine'],[865403],0.354,0.993,0.164,100.8,-4.246,1,2,0.000124,4.66E-06,0.074,0.0913,1,266440,39,2008,12/9/2008,Scream Aim Fire
['Bullet for My Valentine'],[865403],0.212,0.926,0.262,162.103,-3.378,0,7,0.000725,4.83E-06,0.081,0.14,1,348387,60,2006,2/14/2006,Tears Don't Fall
['Bullet for My Valentine'],[865403],0.569,0.883,0.373,134.003,-4.41,0,2,8.07E-05,7.74E-05,0.0883,0.0747,0,291427,67,2010,4/20/2010,Your Betrayal
['Bullet for My Valentine'],[865403],0.212,0.924,0.244,162.128,-3.349,0,7,0.000729,2.23E-06,0.0831,0.135,1,348387,58,2007,6/12/2007,Tears Don't Fall
['Bullet for My Valentine'],[865403],0.375,0.985,0.455,94.468,-2.754,1,8,0.000246,0,0.07,0.0936,0,217453,50,2005,2005,**** Of Blood
['Bullet for My Valentine'],[865403],0.488,0.879,0.483,94.003,-3.505,0,6,0.0303,0,0.288,0.0514,0,225440,50,2006,2/14/2006,All These Things I Hate (Revolve Around Me)
['Bullet for My Valentine'],[865403],0.306,0.995,0.135,127.908,-3.203,1,2,2.98E-05,0.00859,0.254,0.1,0,247693,52,2008,1/28/2008,Waking the Demon
['Bullet for My Valentine'],[865403],0.24,0.968,0.119,89.686,-3.669,0,0,0.000996,0.000106,0.119,0.109,1,297947,49,2008,1/28/2008,Hearts Burst into Fire
['Bullet for My Valentine'],[865403],0.262,0.871,0.503,93.999,-3.5,0,6,0.0344,0,0.28,0.0709,0,225440,52,2007,6/12/2007,All These Things I Hate (Revolve Around Me)
['Bullet for My Valentine'],[865403],0.359,0.994,0.16,100.146,-4.232,1,2,0.000116,5.89E-06,0.0816,0.084,1,266440,48,2008,1/28/2008,Scream Aim Fire
['Bullet for My Valentine'],[865403],0.316,0.596,0.563,147.842,-5.806,0,7,0.705,0,0.102,0.0282,0,277533,53,2007,6/12/2007,Tears Don't Fall - Acoustic Version
['Savage Garden'],[838327],0.757,0.673,0.661,110.136,-6.823,1,0,0.0172,0.000828,0.114,0.0279,0,203133,49,1997,3/4/1997,Break Me Shake Me
['Savage Garden'],[838327],0.652,0.669,0.834,116.088,-7.663,1,6,0.0639,3.83E-06,0.0671,0.037,0,278000,52,1999,11/9/1999,The Animal Song
['Savage Garden'],[838327],0.64,0.894,0.67,106.073,-5.475,1,7,0.0211,0,0.334,0.0367,0,233893,46,2005,11/1/2005,I Want You
['Savage Garden'],[838327],0.698,0.862,0.854,120.109,-7.12,1,0,0.0058,6.13E-06,0.0625,0.0361,0,226667,43,1997,3/4/1997,Tears of Pearls
['Savage Garden'],[838327],0.555,0.698,0.816,168.12,-8.874,1,0,0.403,0,0.0851,0.0287,0,277267,74,1997,3/4/1997,Truly Madly ******
['Savage Garden'],[838327],0.61,0.497,0.739,85.031,-9.88,1,9,0.32,6.11E-05,0.0884,0.0279,0,250360,69,1999,11/9/1999,I Knew I Loved You
['Savage Garden'],[838327],0.628,0.871,0.615,106.101,-6.44,1,7,0.0077,1.64E-06,0.392,0.0363,0,232067,62,1997,3/4/1997,I Want You
['Savage Garden'],[838327],0.584,0.76,0.325,104.101,-7.369,0,0,0.0205,7.25E-06,0.1,0.0359,0,341067,62,1997,3/4/1997,To the Moon & Back
['Savage Garden'],[838327],0.556,0.517,0.779,169.938,-8.769,1,9,0.307,0.00115,0.077,0.0287,0,251253,61,2005,11/1/2005,I Knew I Loved You
['Savage Garden'],[838327],0.481,0.782,0.648,169.985,-8.145,1,8,0.0102,1.77E-06,0.127,0.0717,0,295800,59,1999,11/9/1999,Affirmation
['Savage Garden'],[838327],0.581,0.607,0.213,102.03,-8.458,1,4,0.189,1.60E-06,0.0882,0.028,0,281467,53,1999,11/9/1999,Crash and Burn
['Savage Garden'],[838327],0.566,0.705,0.781,168.152,-7.569,1,0,0.43,0,0.109,0.0311,0,279400,52,2005,11/1/2005,Truly Madly ******
"['Jackie Gleason', 'Jerry Reed']","[781399, 334644]",0.512,0.907,0.315,85.615,-7.804,1,6,0.164,0.00487,0.801,0.662,0,56253,27,1977,1/1/1977,"Incidental CB Dialogue - Bandit, Smokey & Snowman"
['Jackie Gleason'],[781399],0.181,0.277,0.151,91.177,-12.3,0,2,0.961,0.834,0.184,0.0333,0,221560,3,1954,1/18/1954,I Cover The Waterfront
['Jackie Gleason'],[781399],0.161,0.201,0.0771,89.192,-14.172,1,3,0.945,0.891,0.145,0.0333,0,206667,4,1954,5/3/1954,Shangri-La
['Jackie Gleason'],[781399],0.0918,0.419,0.0393,174.021,-10.762,0,9,0.816,0.91,0.157,0.0395,0,194640,4,1955,6/6/1955,Come Rain Or Come Shine
['Jackie Gleason'],[781399],0.124,0.5,0.077,87.235,-9.227,0,0,0.631,0.724,0.274,0.0363,0,197587,3,1955,6/6/1955,Mad About The Boy
['Jackie Gleason'],[781399],0.101,0.368,0.0908,70.961,-13.458,0,7,0.655,0.692,0.0929,0.0425,0,212653,4,1955,6/6/1955,How **** Is The Ocean
['Jackie Gleason'],[781399],0.081,0.0909,0.0576,174.301,-21.265,0,2,0.958,0.891,0.0881,0.0367,0,216387,17,1963,4/29/1963,**** Me Irresponsible
['Jackie Gleason'],[781399],0.155,0.143,0.121,73.331,-19.83,0,10,0.913,0.854,0.111,0.0369,0,170867,16,1963,4/29/1963,The Third Man Theme
['Jackie Gleason'],[781399],0.159,0.0991,0.155,172.399,-20.784,1,3,0.942,0.932,0.109,0.0349,0,188520,16,1963,4/29/1963,La Dolce Vita
['Jackie Gleason'],[781399],0.206,0.121,0.0568,117.458,-20.664,1,7,0.977,0.898,0.128,0.036,0,222427,18,1965,4/12/1965,Everybody Loves ********
['Jackie Gleason'],[781399],0.64,0.471,0.215,127.758,-12.543,1,11,0.821,0,0.966,0.926,0,353280,1,1954,5/3/1954,Casey At The Bat - Live
['Jackie Gleason'],[781399],0.135,0.354,0.0995,86.595,-12.049,1,5,0.833,0.933,0.131,0.0372,0,160680,3,1955,6/6/1955,Remember
['Jackie Gleason'],[781399],0.119,0.523,0.0847,160.026,-9.523,1,7,0.687,0.226,0.2,0.0412,0,181040,3,1955,6/6/1955,I'm Always Chasing Rainbows
['Jackie Gleason'],[781399],0.152,0.489,0.133,72.505,-9.153,1,0,0.768,0.472,0.128,0.0363,0,185907,3,1955,6/6/1955,I Still Get A Thrill
['Jackie Gleason'],[781399],0.214,0.171,0.0513,77.946,-18.141,0,5,0.985,0.898,0.111,0.0357,0,199053,18,1965,4/12/1965,The Last Dance - Remastered
['Jackie Gleason'],[781399],0.155,0.167,0.0751,106.335,-17.295,1,5,0.981,0.913,0.106,0.0359,0,186187,17,1965,4/12/1965,I Wish You Love
['Jackie Gleason'],[781399],0.178,0.187,0.081,73.587,-16.556,1,0,0.971,0.909,0.135,0.0382,0,214280,17,1965,4/12/1965,Be My Love
['Jackie Gleason'],[781399],0.125,0.373,0.06,83.527,-12.699,1,3,0.8,0.798,0.131,0.0381,0,156493,3,1955,6/6/1955,******* I'll Find You
['Jackie Gleason'],[781399],0.202,0.37,0.126,116.306,-12.394,1,10,0.67,0.416,0.115,0.0405,0,203400,3,1955,6/6/1955,"Darling, Je Vous Aime Beaucoup"
['Jackie Gleason'],[781399],0.166,0.244,0.144,84.642,-15.912,1,5,0.726,0.234,0.216,0.034,0,194813,9,1957,1/1/1957,I Hadn't Anyone Till You
['Jackie Gleason'],[781399],0.197,0.213,0.136,134.6,-16.476,1,0,0.838,0.144,0.173,0.0338,0,189480,10,1957,1/1/1957,It All Depends On You
['Jackie Gleason'],[781399],0.209,0.057,0.0763,74.56,-25.783,1,7,0.938,0.855,0.104,0.0348,0,151427,10,1962,4/2/1962,For All We Know
['Jackie Gleason'],[781399],0.213,0.0851,0.108,67.633,-23.949,1,8,0.952,0.919,0.141,0.0404,0,150453,9,1962,4/2/1962,Would You
['Jackie Gleason'],[781399],0.222,0.0995,0.0954,80.23,-21.407,1,7,0.934,0.809,0.0944,0.0342,0,191227,15,1963,4/29/1963,You're All The World To Me
['Jackie Gleason'],[781399],0.721,0.824,0.95,126.414,-7.009,1,0,0.739,1.03E-06,0.142,0.093,0,162347,1,1954,5/3/1954,Hy'a Mister Dennehy
['Jackie Gleason'],[781399],0.123,0.613,0.0991,76.906,-8.214,0,9,0.684,0.326,0.215,0.0384,0,183627,3,1955,6/6/1955,I ****** On The Moon
['Jackie Gleason'],[781399],0.175,0.402,0.169,82.46,-10.048,1,3,0.51,0.234,0.131,0.0363,0,199987,3,1955,6/6/1955,A Garden In The Rain
['Jackie Gleason'],[781399],0.171,0.292,0.0925,76.577,-13.421,1,7,0.845,0.871,0.438,0.0375,0,172280,9,1957,1/1/1957,When Your Lover Has Gone
['Jackie Gleason'],[781399],0.0912,0.151,0.0803,172.44,-18.189,0,7,0.941,0.575,0.105,0.0398,0,194280,8,1957,1/1/1957,You Were Meant For Me
['Jackie Gleason'],[781399],0.153,0.299,0.049,99.35,-12.073,1,10,0.877,0.809,0.242,0.0344,0,184320,8,1957,1/1/1957,Dark Is The ***** (C'est Fini)
['Jackie Gleason'],[781399],0.192,0.0958,0.046,113.507,-25.164,1,7,0.961,0.873,0.194,0.037,0,149387,9,1962,4/2/1962,Always And Always
['Jackie Gleason'],[781399],0.261,0.163,0.0546,72.136,-19.123,0,9,0.963,0.813,0.119,0.0336,0,159053,9,1962,4/2/1962,It's A **** World
['Jackie Gleason'],[781399],0.136,0.178,0.0868,197.687,-19.311,0,7,0.866,0.816,0.133,0.0371,0,184053,9,1962,4/2/1962,Now That You're Gone
['Jackie Gleason'],[781399],0.127,0.262,0.0398,58.162,-16.295,1,0,0.778,0.361,0.246,0.0393,0,202720,7,1957,1/1/1957,Say It Isn't So
['Jackie Gleason'],[781399],0.188,0.171,0.146,91.849,-15.236,0,2,0.893,0.168,0.358,0.0354,0,186853,7,1957,1/1/1957,I Guess I'll Have To Change My Plan
['Jackie Gleason'],[781399],0.186,0.07,0.107,121.984,-24.748,1,7,0.958,0.919,0.2,0.0362,0,140133,9,1962,4/2/1962,Where Are You?
['Jackie Gleason'],[781399],0.509,0.666,0.286,132.562,-12.619,0,9,0.804,0,0.797,0.894,0,172000,0,1954,5/3/1954,I Had But 50 Cents - Live
['Jackie Gleason'],[781399],0.237,0.409,0.104,71.386,-11.71,1,5,0.767,0.641,0.192,0.0355,0,172280,3,1955,6/6/1955,Dancing On The Ceiling
['Jackie Gleason'],[781399],0.197,0.272,0.0539,141.061,-13.707,1,10,0.839,0.629,0.128,0.0384,0,173360,4,1956,12/1/1956,Winter Wonderland
['Jackie Gleason'],[781399],0.225,0.239,0.0532,131.077,-13.914,0,9,0.674,0.0672,0.0667,0.0354,0,224733,4,1956,12/1/1956,Jingle Bells
['Jackie Gleason'],[781399],0.257,0.264,0.0681,59.8,-12.518,1,0,0.836,0.928,0.147,0.035,0,167560,4,1956,12/1/1956,Have Yourself A Merry Little Christmas
['Jackie Gleason'],[781399],0.125,0.204,0.0933,84.48,-19.549,1,3,0.938,0.789,0.118,0.0374,0,169000,3,1956,12/1/1956,Home (When Shadows Fall)
['Jackie Gleason'],[781399],0.143,0.208,0.0448,81.715,-14.075,1,2,0.918,0.301,0.122,0.0366,0,213200,4,1956,12/1/1956,White Christmas
['Jackie Gleason'],[781399],0.0882,0.233,0.107,70.054,-16.35,1,3,0.979,0.953,0.211,0.0411,0,154640,3,1956,12/1/1956,Santa Claus Is Comin' To Town
['Jackie Gleason'],[781399],0.147,0.376,0.0389,71.336,-10.679,1,3,0.944,0.855,0.11,0.0372,0,209173,3,1956,12/1/1956,I've Got My Love To Keep Me Warm
['Jackie Gleason'],[781399],0.135,0.253,0.0599,87.356,-14.634,1,8,0.962,0.711,0.366,0.045,0,191867,4,1956,12/1/1956,The Christmas Song (Merry Christmas To You)
['Jackie Gleason'],[781399],0.101,0.217,0.0397,176.028,-16.999,1,7,0.97,0.918,0.143,0.0396,0,160693,3,1956,12/1/1956,By The Fireside
['Jackie Gleason'],[781399],0.267,0.169,0.0545,61.383,-18.309,0,9,0.943,0.891,0.115,0.0388,0,155240,4,1956,12/1/1956,Happy Holiday
['Jackie Gleason'],[781399],0.278,0.13,0.11,80.753,-16.893,1,8,0.919,0.668,0.0898,0.0323,0,114173,6,1957,1/1/1957,My Buddy
['Jackie Gleason'],[781399],0.126,0.136,0.0768,96.931,-19.746,1,5,0.927,0.878,0.134,0.0358,0,207293,11,1963,4/29/1963,Days Of Wine And Roses - ***************
['Jackie Gleason'],[781399],0.0938,0.229,0.067,87.084,-18.533,1,0,0.938,0.738,0.109,0.042,0,147027,4,1956,12/1/1956,I'll Be Home For Christmas
['Jackie Gleason'],[781399],0.208,0.203,0.138,122,-20.584,1,5,0.966,0.983,0.315,0.0396,0,176600,4,1956,12/1/1956,Snowfall
['Jackie Gleason'],[781399],0.126,0.197,0.0396,77.479,-15.219,0,4,0.943,0.359,0.136,0.041,0,208467,4,1956,12/1/1956,Christmas In Paris
['Jackie Gleason'],[781399],0.571,0.125,0.38,107.662,-17.659,1,5,0.506,7.17E-05,0.0951,0.0357,0,164040,6,1957,1/1/1957,You're Driving Me Crazy
['Jackie Gleason'],[781399],0.309,0.062,0.0678,75.995,-18.945,1,1,0.916,0.643,0.101,0.0331,0,126960,5,1957,1/1/1957,**** Of My Dreams
['Jackie Gleason'],[781399],0.546,0.161,0.609,89.504,-14.762,0,7,0.67,0.000155,0.131,0.0334,0,166333,5,1957,1/1/1957,Skyliner
['Jackie Gleason'],[781399],0.192,0.0823,0.0598,85.309,-20.045,1,10,0.963,0.713,0.149,0.0376,0,125160,5,1957,1/1/1957,September Song
['Jackie Gleason'],[781399],0.182,0.271,0.0397,66.002,-12.889,0,2,0.953,0.94,0.119,0.0328,0,185400,34,1952,11/3/1952,Alone Together
['Jackie Gleason'],[781399],0.196,0.232,0.0914,109.243,-13.955,1,5,0.929,0.54,0.568,0.0352,0,202560,23,1952,11/3/1952,Our Love Is Here To Stay
['Jackie Gleason'],[781399],0.179,0.281,0.087,109.413,-13.695,0,2,0.922,0.834,0.16,0.0347,0,202027,22,1952,11/3/1952,My Funny Valentine
['Jackie Gleason'],[781399],0.117,0.196,0.0747,92.175,-14.889,0,10,0.945,0.857,0.36,0.0368,0,196507,21,1952,11/3/1952,Body And Soul
['Jackie Gleason'],[781399],0.0983,0.24,0.0579,74.103,-12.601,1,0,0.935,0.68,0.12,0.0343,0,199827,21,1952,11/3/1952,I Only Have Eyes For You
['Jackie Gleason'],[781399],0.104,0.245,0.129,57.939,-12.152,1,10,0.958,0.87,0.416,0.035,0,210640,20,1952,11/3/1952,If I Had You
['Jackie Gleason'],[781399],0.108,0.229,0.138,79.504,-13.773,0,5,0.955,0.942,0.226,0.032,0,169387,18,1952,11/3/1952,But Not For Me
['Jackie Gleason'],[781399],0.0912,0.254,0.16,168.004,-12.105,1,3,0.863,0.901,0.225,0.0331,0,210533,17,1952,11/3/1952,I'm In The Mood For Love
['Jackie Gleason'],[781399],0.174,0.22,0.0984,59.993,-12.574,0,5,0.927,0.889,0.244,0.0339,0,161093,16,1952,11/3/1952,Love (Your Spell Is Everywhere)
['Jackie Gleason'],[781399],0.133,0.208,0.148,87.222,-13.898,1,8,0.931,0.926,0.167,0.036,0,206880,15,1952,11/3/1952,**** Day
['Jackie Gleason'],[781399],0.214,0.241,0.154,88.954,-13.888,1,5,0.949,0.841,0.251,0.0334,0,222413,15,1952,11/3/1952,I Cover The Waterfront
['Jackie Gleason'],[781399],0.249,0.234,0.132,63.052,-13.213,0,5,0.941,0.911,0.166,0.0346,0,202467,15,1952,11/3/1952,Little ****
['Jackie Gleason'],[781399],0.145,0.25,0.163,64.837,-12.34,1,1,0.92,0.795,0.102,0.0367,0,194880,28,1954,8/2/1954,Once In A While
['Jackie Gleason'],[781399],0.206,0.18,0.0743,80.346,-13.483,1,5,0.898,0.899,0.142,0.0338,0,192720,25,1954,8/2/1954,I Remember You
['Jackie Gleason'],[781399],0.231,0.264,0.124,69.752,-12.11,1,7,0.854,0.707,0.323,0.0338,0,146680,14,1952,11/3/1952,When A Woman Loves A Man
['Jackie Gleason'],[781399],0.106,0.282,0.116,53.923,-14.025,0,0,0.855,0.756,0.102,0.0426,0,147787,13,1952,11/3/1952,(There Ought To Be) A Moonlight Savings Time
['Jackie Gleason'],[781399],0.201,0.235,0.0938,116.205,-13.597,1,1,0.797,0.0801,0.138,0.038,0,164640,13,1952,11/3/1952,A Stranger In Town
['Jackie Gleason'],[781399],0.104,0.27,0.0632,177.951,-12.064,1,2,0.689,0.881,0.188,0.0368,0,200213,13,1952,11/3/1952,My Love For Carmen
['Jackie Gleason'],[781399],0.675,0.297,0.566,121.404,-12.353,0,5,0.76,0.742,0.0756,0.0363,0,188600,22,1954,5/3/1954,It's Such A Happy Day
['Jackie Gleason'],[781399],0.264,0.196,0.0663,65.681,-13.056,1,1,0.935,0.911,0.111,0.0329,0,183080,22,1954,8/2/1954,I'll Be Seeing You
['Jackie Gleason'],[781399],0.208,0.191,0.102,67.061,-13.675,1,5,0.97,0.903,0.17,0.0373,0,218587,20,1954,8/2/1954,The Nearness Of You
['Jackie Gleason'],[781399],0.151,0.164,0.0741,84.872,-13.455,1,5,0.957,0.849,0.145,0.0328,0,206280,20,1954,8/2/1954,I Got It Bad (And That Ain't Good)
['Jackie Gleason'],[781399],0.236,0.247,0.0641,61.404,-11.727,1,0,0.969,0.945,0.21,0.0349,0,196680,20,1954,8/2/1954,Unforgettable
['Jackie Gleason'],[781399],0.18,0.193,0.16,82.413,-12.786,1,0,0.948,0.861,0.204,0.0355,0,205453,19,1954,8/2/1954,I Can't Get Started
['Jackie Gleason'],[781399],0.179,0.269,0.129,56.617,-12.306,1,3,0.94,0.481,0.318,0.0354,0,155053,15,1954,5/3/1954,Tenderly
['Jackie Gleason'],[781399],0.302,0.179,0.138,91.096,-13.97,0,0,0.961,0.909,0.195,0.0322,0,150947,15,1954,8/2/1954,My Ideal
['Jackie Gleason'],[781399],0.224,0.284,0.0933,72.961,-10.203,0,0,0.953,0.853,0.128,0.0349,0,195747,15,1954,8/2/1954,I Love You (Je T'Aime!)
['Jackie Gleason'],[781399],0.172,0.28,0.0676,66.154,-11.499,1,2,0.945,0.755,0.104,0.0331,0,142480,15,1954,8/2/1954,The Song Is Ended
['Jackie Gleason'],[781399],0.103,0.183,0.111,63.489,-13.58,1,3,0.932,0.835,0.118,0.0396,0,207907,15,1954,8/2/1954,Shangri-La
['Jackie Gleason'],[781399],0.193,0.217,0.0921,148.801,-12.889,0,7,0.954,0.844,0.109,0.0341,0,182947,14,1954,8/2/1954,**********
['Jackie Gleason'],[781399],0.127,0.196,0.088,74.685,-12.822,1,5,0.893,0.912,0.128,0.0344,0,171787,14,1954,8/2/1954,It Could Happen To You
['Jackie Gleason'],[781399],0.18,0.219,0.128,67.178,-12.516,1,5,0.958,0.856,0.0932,0.0337,0,178653,13,1954,8/2/1954,******** Loves Me
['Jackie Gleason'],[781399],0.213,0.154,0.0873,112.837,-14.99,1,3,0.872,0.898,0.0931,0.0341,0,189653,13,1954,8/2/1954,Time On My ***** (You In My Arms)
['Jackie Gleason'],[781399],0.0951,0.297,0.147,61.54,-11.211,1,3,0.919,0.706,0.191,0.0377,0,156267,4,1953,3/16/1953,Tenderly
['Jackie Gleason'],[781399],0.0957,0.316,0.0461,88.368,-9.019,1,7,0.897,0.932,0.354,0.0333,0,200467,3,1953,3/16/1953,Desire
['Jackie Gleason'],[781399],0.209,0.334,0.0586,78.232,-7.986,1,10,0.891,0.893,0.137,0.0299,0,195973,2,1953,3/16/1953,Temptation
['Jackie Gleason'],[781399],0.681,0.358,0.883,130.153,-14.814,1,8,0.435,0.798,0.133,0.0767,0,131280,13,1954,8/2/1954,How High The Moon
['Jackie Gleason'],[781399],0.201,0.439,0.27,121.052,-7.53,1,3,0.917,0.824,0.292,0.0352,0,202227,2,1953,3/16/1953,Flirtation
['Jackie Gleason'],[781399],0.0897,0.335,0.0525,80.321,-9.941,1,10,0.871,0.927,0.274,0.0329,0,186840,2,1953,3/16/1953,Dark Is The ***** (C'est Fini)
['Jackie Gleason'],[781399],0.121,0.295,0.174,85.808,-10.065,1,5,0.923,0.782,0.145,0.0339,0,188467,2,1953,3/16/1953,I'm Thru With Love
['Jackie Gleason'],[781399],0.24,0.0147,0.0597,65.87,-26.101,1,5,0.947,0.967,0.0849,0.0366,0,136453,22,1962,4/2/1962,The Lovers' Waltz
['Jackie Gleason'],[781399],0.267,0.074,0.149,137.732,-20.313,1,7,0.914,0.9,0.209,0.0356,0,212173,30,1963,3/4/1963,"It's Been A Long, Long Time"
['Jackie Gleason'],[781399],0.245,0.0935,0.107,124.385,-19.343,1,5,0.748,0.254,0.0963,0.0373,0,222787,25,1963,3/4/1963,"Theme From ""Bus Stop"""
['Jackie Gleason'],[781399],0.111,0.262,0.122,75.386,-10.752,1,10,0.969,0.896,0.439,0.0339,0,210160,5,1954,1/18/1954,If I Had You
['Jackie Gleason'],[781399],0.097,0.47,0.22,160.872,-8.81,1,3,0.188,0.919,0.2,0.036,0,163907,5,1954,5/3/1954,You're My Greatest Love
['Jackie Gleason'],[781399],0.218,0.273,0.0961,110.215,-11.702,0,5,0.968,0.91,0.157,0.0345,0,202000,4,1954,1/18/1954,Little ****
['Jackie Gleason'],[781399],0.186,0.211,0.143,85.098,-13.067,1,8,0.948,0.909,0.171,0.0335,0,206667,5,1954,1/18/1954,**** Day
['Jackie Gleason'],[781399],0.136,0.282,0.159,92.542,-11.936,1,5,0.856,0.555,0.113,0.0334,0,186547,16,1957,1/1/1957,I'm Thru With Love
['Jackie Gleason'],[781399],0.105,0.189,0.109,78.023,-13.599,1,7,0.838,0.0951,0.384,0.0371,0,133480,16,1957,1/1/1957,Jealous
['Jackie Gleason'],[781399],0.243,0.208,0.106,116.364,-14.103,0,5,0.878,0.355,0.206,0.034,0,197413,16,1957,1/1/1957,The Man I Love
['Jackie Gleason'],[781399],0.191,0.146,0.0701,61.918,-16.784,0,9,0.843,0.311,0.0648,0.0357,0,152947,15,1957,1/1/1957,Prelude To A Kiss
['Jackie Gleason'],[781399],0.19,0.129,0.113,93.154,-19.216,1,3,0.956,0.437,0.181,0.0342,0,145440,18,1962,4/2/1962,How About Me
['Jackie Gleason'],[781399],0.143,0.155,0.0758,83.553,-18.096,1,8,0.946,0.907,0.179,0.0364,0,215173,17,1962,4/2/1962,Love Embers And Flame
['Jackie Gleason'],[781399],0.212,0.129,0.109,133.112,-21.038,1,5,0.861,0.902,0.101,0.0361,0,196827,16,1962,4/2/1962,What Can I Say After I Say I'm Sorry?
['Jackie Gleason'],[781399],0.255,0.12,0.114,72.015,-17.106,0,10,0.977,0.842,0.143,0.0332,0,199120,23,1965,4/12/1965,The Best Is Yet To Come - ***************
['Jackie Gleason'],[781399],0.196,0.365,0.102,88.296,-10.977,1,0,0.852,0.856,0.228,0.034,0,201627,3,1954,1/18/1954,Affair
['Jackie Gleason'],[781399],0.206,0.25,0.0813,115.53,-11.51,1,5,0.942,0.858,0.392,0.0362,0,203173,4,1954,5/3/1954,Our Love Is Here To Stay
['Jackie Gleason'],[781399],0.101,0.214,0.0356,85.382,-14.027,1,0,0.921,0.279,0.11,0.0365,0,215000,3,1954,1/18/1954,****
['Jackie Gleason'],[781399],0.358,0.279,0.263,85.419,-11.495,1,3,0.656,0.0643,0.316,0.0372,0,197267,3,1954,1/18/1954,Boy
['Jackie Gleason'],[781399],0.206,0.331,0.119,98.002,-11.669,1,0,0.828,0.872,0.0886,0.0341,0,214893,3,1954,1/18/1954,Dance
['Jackie Gleason'],[781399],0.137,0.411,0.0827,90.337,-11.326,1,10,0.818,0.932,0.107,0.0365,0,176293,5,1955,6/6/1955,There Must Be A Way
['Jackie Gleason'],[781399],0.103,0.0844,0.0681,176.741,-23.767,1,7,0.949,0.913,0.0921,0.0368,0,176333,16,1962,4/2/1962,Lady Of The Evening
['Jackie Gleason'],[781399],0.173,0.132,0.193,142.786,-22.546,0,7,0.522,0.9,0.131,0.0323,0,175253,15,1962,4/2/1962,Dark Is The ***** (C'est Fini) - **** Version
['Jackie Gleason'],[781399],0.19,0.0882,0.0543,80.587,-20.173,1,5,0.976,0.923,0.11,0.0369,0,167893,24,1965,4/12/1965,Lazy Afternoon
['Jackie Gleason'],[781399],0.641,0.573,0.868,121,-9.53,1,8,0.769,0.944,0.0545,0.0455,0,134827,6,1954,5/3/1954,La La La La La La La La
['Jackie Gleason'],[781399],0.0917,0.397,0.0966,62.628,-6.546,0,1,0.905,0.909,0.298,0.0316,0,196667,4,1954,5/3/1954,Melancholy ********
['Jackie Gleason'],[781399],0.67,0.864,0.922,132.101,-5.563,1,5,0.567,2.62E-06,0.136,0.0771,0,163827,3,1954,5/3/1954,And Away We Go!
['Jackie Gleason'],[781399],0.142,0.377,0.215,77.183,-11.028,1,10,0.704,0.869,0.231,0.043,0,178133,4,1955,6/6/1955,I Don't Know Why (I Just Do)
['Jackie Gleason'],[781399],0.228,0.377,0.146,86.839,-12.791,1,5,0.722,0.966,0.114,0.0337,0,223840,4,1955,6/6/1955,Speak Low
['Jackie Gleason'],[781399],0.181,0.139,0.0529,107.403,-17.229,0,10,0.898,0.394,0.0842,0.0349,0,148680,14,1957,1/1/1957,Thinking Of You
['Jackie Gleason'],[781399],0.124,0.0642,0.151,170.086,-22.157,1,8,0.94,0.975,0.123,0.036,0,198147,18,1963,3/4/1963,A Pretty **** Is Like A Melody
['Jackie Gleason'],[781399],0.0943,0.483,0.0383,82.674,-8.115,0,7,0.648,0.539,0.199,0.0379,0,193613,4,1955,6/6/1955,The Thrill Is Gone
['Jackie Gleason'],[781399],0.0899,0.491,0.0398,83.207,-9.502,0,7,0.725,0.783,0.165,0.039,0,198107,4,1955,6/6/1955,**** Purple
['Jackie Gleason'],[781399],0.145,0.116,0.0586,93.063,-20.804,1,10,0.931,0.738,0.139,0.0363,0,233880,18,1963,3/4/1963,Everything Happens To Me
