"artist_names","artists_id","danceability","energy","valence","tempo","loudness","mode","key","acousticness","instrumentalness","liveness","speechiness","explicit","duration_ms","popularity","year","release_date","song_title","follower_main_genre"
"'Davy Graham'",814036,0.552,0.269,0.837,98.387,-21.177,0,1,0.787,0.584,0.105,0.0396,0,115560,28,1963,"1/1/1963","Take Five","Folk"
"'Davy Graham'",814036,0.475,0.0703,0.497,153.597,-22.699,0,0,0.961,0.891,0.13,0.0465,0,147067,29,1963,"1963","Angi","Folk"
"'Dawn Upshaw'",816267,0.11,0.124,0.0331,93.035,-19.495,0,4,0.554,0.773,0.197,0.0374,0,1607333,36,1992,"3/9/1992","Symphony No. 3, Op. 36: I. Lento - Sostenuto Tranquillo Ma Cantabile","Classical"
"'Dawn Upshaw'",816267,0.0632,0.0765,0.028,69.684,-19.785,0,10,0.889,0.473,0.109,0.0433,0,567987,45,1992,"3/9/1992","Symphony No. 3, Op. 36: II. Lento e Largo - Tranquillissimo","Classical"
"'Daya'",1528100,0.432,0.85,0.109,82.607,-4.417,1,10,0.501,6.59e-06,0.203,0.0771,0,206727,63,2018,"7/27/2018","I Wanna Know","Pop/Rock"
"'Daya'",1528100,0.693,0.674,0.378,95.972,-4.449,1,5,0.185,0,0.0639,0.0723,0,160998,70,2019,"9/27/2019","Wanted","Pop/Rock"
"'Daya'",1528100,0.754,0.653,0.379,123.084,-5.095,1,7,0.0944,0,0.383,0.0611,0,179746,73,2019,"3/8/2019","Insomnia","Pop/Rock"
"'Daya'",1528100,0.657,0.739,0.543,181.994,-4.081,1,2,0.141,0,0.178,0.274,0,202221,70,2016,"10/7/2016","Sit Still, Look Pretty","Pop/Rock"
"'Daya'",1528100,0.532,0.869,0.422,159.803,-5.094,1,11,0.157,0.00508,0.136,0.172,0,208373,79,2016,"2/5/2016","Don't Let Me Down (feat. Daya)","Pop/Rock"
"'Daya'",1528100,0.625,0.707,0.479,138.064,-4.761,1,2,0.22,0,0.213,0.0337,0,248156,72,2017,"3/3/2017","Feel Good (feat. Daya)","Pop/Rock"
"'Daya'",1528100,0.885,0.801,0.466,95.011,-4.716,0,11,0.225,1.65e-06,0.0733,0.0882,0,192376,65,2016,"10/7/2016","Hide Away","Pop/Rock"
"'Daya'",1528100,0.428,0.656,0.355,79.648,-3.712,1,11,0.0751,0.181,0.15,0.075,0,218933,66,2016,"5/27/2016","Don't Let Me Down (feat. Daya) - Illenium Remix","Pop/Rock"
"'Daya'",1528100,0.715,0.742,0.322,106.971,-4.331,1,0,0.052,2.47e-05,0.364,0.0347,1,230880,67,2017,"10/11/2017","New","Pop/Rock"
"'Days of the New'",232598,0.611,0.637,0.369,132.211,-6.479,1,6,0.109,0.0013,0.111,0.0262,0,344973,42,1999,"1/1/1999","Weapon & The Wound","Pop/Rock"
"'Days of the New'",232598,0.677,0.772,0.691,117.161,-7.37,0,11,0.164,0.155,0.151,0.03,0,311760,40,1999,"1/1/1999","Enemy","Pop/Rock"
"'Days of the New'",232598,0.639,0.678,0.168,120.435,-8.589,1,6,0.258,0.000374,0.224,0.034,0,316920,38,1997,"6/3/1997","Face Of The Earth","Pop/Rock"
"'Days of the New'",232598,0.516,0.703,0.471,149.915,-7.061,1,6,0.0807,0,0.0912,0.0272,0,236573,38,2001,"1/1/2001","Die Born","Pop/Rock"
"'Days of the New'",232598,0.561,0.622,0.14,134.527,-7.84,0,1,0.0131,3.05e-05,0.194,0.0247,0,326413,36,1997,"6/3/1997","What's Left For Me?","Pop/Rock"
"'Days of the New'",232598,0.58,0.627,0.825,82.151,-8.017,1,11,0.05,1.68e-06,0.297,0.0316,0,297147,63,1997,"6/3/1997","Touch, **** And Stand","Pop/Rock"
"'Days of the New'",232598,0.621,0.619,0.325,128.967,-9.047,1,6,0.0349,6.88e-05,0.168,0.0264,0,283973,57,1997,"6/3/1997","***** In The Room","Pop/Rock"
"'Days of the New'",232598,0.575,0.857,0.552,135.461,-8.407,0,8,0.0342,3.97e-05,0.127,0.03,0,255400,47,1997,"6/3/1997","The Down Town","Pop/Rock"
"'Dazz Band'",195634,0.745,0.794,0.964,128.66,-9.525,1,7,0.24,0.618,0.0587,0.0404,0,296387,25,1982,"1/1/1982","Keep It Live (On The K.I.L.)","R&B"
"'Dazz Band'",195634,0.806,0.584,0.543,115.343,-12.48,0,5,3.73e-05,0.691,0.0562,0.0476,0,410467,30,1985,"1985","Let It All **** - Special Disco Remix","R&B"
"'Dazz Band'",195634,0.821,0.871,0.939,132.292,-6.7,0,9,0.102,0.000159,0.0354,0.0418,0,270307,35,1994,"1/1/1994","Let It Whip - Extended 7"" Mix","R&B"
"'Dazz Band'",195634,0.834,0.821,0.946,132.152,-7.168,0,9,0.13,0.00286,0.0493,0.0379,0,369827,22,1982,"1/1/1982","Let It Whip - *** Mix","R&B"
"'Dazz Band'",195634,0.82,0.838,0.947,132.125,-6.86,0,9,0.109,0.00228,0.0452,0.041,0,281280,50,1982,"1/1/1982","Let It Whip","R&B"
"'Dazz Band'",195634,0.826,0.9,0.954,132.099,-4.383,0,9,0.112,0.00136,0.0875,0.0411,0,287000,54,2001,"1/1/2001","Let It Whip","R&B"
"'Dazz Band'",195634,0.821,0.812,0.941,132.177,-9.701,0,9,0.108,0.00079,0.0426,0.0434,0,244627,34,1986,"1/1/1986","Let It Whip - Single Version","R&B"
"'Dazz Band'",195634,0.848,0.75,0.947,132.232,-10.021,0,9,0.125,0.00116,0.0599,0.04,0,282307,37,1996,"12/9/1996","Let It Whip","R&B"
"'Dazz Band'",195634,0.868,0.946,0.975,128.001,-5.132,0,4,0.309,0.0228,0.159,0.0468,0,323627,41,2001,"1/1/2001","Joystick","R&B"
"'dc Talk'",946560,0.563,0.909,0.74,95.748,-3.814,1,2,0.00984,2.03e-05,0.0705,0.0317,0,266413,38,1995,"1995","Colored People - Remastered ****","Religious"
"'dc Talk'",946560,0.6,0.87,0.468,104.444,-4.719,0,5,0.0125,0.000128,0.513,0.0429,0,287173,41,2003,"1/1/2003","Jesus Freak","Religious"
"'dc Talk'",946560,0.554,0.912,0.515,99.712,-4.315,0,9,0.14,0.0421,0.064,0.0376,0,298760,34,1995,"1995","Between You And Me - Remastered ****","Religious"
"'dc Talk'",946560,0.599,0.837,0.561,104.457,-4.045,0,5,0.00684,6.93e-05,0.104,0.0394,0,289907,46,1995,"1995","Jesus Freak - Remastered ****","Religious"
"'dc Talk'",946560,0.632,0.865,0.739,105.767,-5.442,0,8,0.0918,3.2e-06,0.4,0.0488,0,305480,43,1995,"1995","In The Light - Remastered ****","Religious"
"'dc Talk'",946560,0.462,0.665,0.683,177.25,-5.617,1,0,0.157,1.44e-06,0.14,0.0288,0,306013,41,1995,"1995","What If I Stumble? - Remastered ****","Religious"
"'Deacon Blue'",237668,0.568,0.755,0.58,130.209,-11.06,1,0,0.0329,4.76e-06,0.158,0.0371,0,243760,25,1989,"3/31/1989","Real Gone Kid","Pop/Rock"
"'Deacon Blue'",237668,0.598,0.587,0.622,105.144,-10.927,1,5,0.0792,0.000146,0.13,0.0263,0,238440,55,1987,"6/22/1987","Dignity","Pop/Rock"
"'Dead Boys'",140689,0.266,0.874,0.513,185.654,-9.761,1,2,0.0052,3.01e-06,0.0877,0.0898,0,127360,30,1977,"1977","Caught with the Meat in Your Mouth","Pop/Rock"
"'Dead Boys'",140689,0.2,0.899,0.261,162.858,-8.276,1,9,0.119,0.0238,0.0851,0.067,0,148000,28,1977,"1977","Ain't Nothin' to Do","Pop/Rock"
"'Dead Boys'",140689,0.354,0.753,0.581,116.116,-10.479,0,2,0.0174,0.00124,0.171,0.0632,0,221173,26,1977,"1977","Not Anymore","Pop/Rock"
"'Dead Boys'",140689,0.32,0.845,0.528,127.534,-10.768,1,9,0.00415,0.000403,0.331,0.0961,0,221067,25,1977,"1977","I Need Lunch","Pop/Rock"
"'Dead Boys'",140689,0.267,0.978,0.135,125.265,-10.085,1,9,0.0994,0.0281,0.383,0.222,0,137773,25,1977,"1977","Down in Flames","Pop/Rock"
"'Dead Boys'",140689,0.484,0.879,0.488,124.397,-9.197,0,9,0.019,3.02e-06,0.357,0.0956,0,188693,23,1977,"1977","High Tension Wire","Pop/Rock"
"'Dead Boys'",140689,0.403,0.891,0.427,88.936,-8.907,0,1,0.00525,0.00379,0.0519,0.139,0,189333,51,1977,"1977","Sonic Reducer","Pop/Rock"
"'Dead Boys'",140689,0.374,0.978,0.236,129.223,-6.024,1,0,0.00359,0.0187,0.864,0.118,0,167400,42,1977,"1977","All This and More","Pop/Rock"
"'Dead Boys'",140689,0.437,0.926,0.501,123.107,-7.581,0,11,0.189,0.165,0.246,0.0797,1,274333,42,1978,"1978","Ain't It Fun","Pop/Rock"
"'Dead Boys'",140689,0.458,0.895,0.517,91.631,-9.819,1,4,0.0171,4.09e-05,0.802,0.0689,0,130827,33,1977,"1977","What Love Is","Pop/Rock"
"'Dead Can Dance'",225948,0.611,0.496,0.189,161.862,-11.018,1,5,0.209,0.000387,0.109,0.0305,0,377213,38,1993,"1993","The Ubiquitous Mr. Lovegrove","Pop/Rock"
"'Dead Can Dance'",225948,0.452,0.318,0.0384,95.296,-14.095,1,2,0.27,0.889,0.115,0.0395,0,415613,42,1993,"1993","Yulunga (Spirit Dance)","Pop/Rock"
"'Dead Can Dance'",225948,0.3,0.511,0.0563,120.234,-11.002,1,1,0.000724,0.692,0.0922,0.0273,0,358293,34,1987,"1987","Cantara (Remastered)","Pop/Rock"
"'Dead Can Dance'",225948,0.433,0.708,0.334,109.789,-9.749,1,2,0.506,0.809,0.106,0.0326,0,251093,32,1984,"1984","In Power We Entrust The Love Advocated (Remastered)","Pop/Rock"
"'Dead Can Dance'",225948,0.251,0.341,0.0531,122.507,-10.104,1,1,2.8e-05,0.15,0.0915,0.0368,0,307307,34,1987,"1987","Anywhere Out Of The World (Remastered)","Pop/Rock"
"'Dead Can Dance'",225948,0.385,0.362,0.196,75.166,-9.2,1,1,0.0122,0.000261,0.12,0.0298,0,375280,34,1987,"1987","Xavier (Remastered)","Pop/Rock"
"'Dead Can Dance'",225948,0.232,0.189,0.0691,73.24,-15.611,0,4,0.0293,0,0.101,0.0322,0,203027,34,1988,"1988","Severance (Remastered)","Pop/Rock"
"'Dead Can Dance'",225948,0.29,0.341,0.052,182.025,-12.714,1,6,0.159,0.00243,0.0677,0.0297,0,309613,33,1988,"1988","Ullyses (Remastered)","Pop/Rock"
"'Dead Can Dance'",225948,0.52,0.605,0.439,109.012,-12.019,0,2,0.000176,0.306,0.317,0.0298,0,154173,37,1990,"1990","Saltarello (Remastered)","Pop/Rock"
"'Dead Can Dance'",225948,0.471,0.49,0.127,66.865,-11.492,1,5,0.0328,5.24e-05,0.615,0.0291,0,296507,36,1990,"1990","Black Sun (Remastered)","Pop/Rock"
"'Dead Can Dance'",225948,0.103,0.383,0.0396,91.048,-9.195,1,5,0.0159,0.848,0.0962,0.0308,0,238680,30,1985,"1985","De Profundis (Out Of The Depths Of Sorrow) [Remastered]","Pop/Rock"
"'Dead Can Dance'",225948,0.117,0.297,0.0305,57.063,-13.086,0,5,0.00655,0.881,0.108,0.0383,0,378173,47,1988,"1988","The Host Of Seraphim (Remastered)","Pop/Rock"
"'Dead Kennedys'",786613,0.35,0.839,0.655,145.385,-6.186,1,6,0.0414,0,0.0868,0.216,0,217387,31,1985,"12/21/1985","MTV-Get *** the Air","Pop/Rock"
"'Dead Kennedys'",786613,0.404,0.981,0.339,141.137,-5.359,1,5,0.0012,0.000116,0.111,0.0734,0,356519,31,1986,"12/21/1986","Cesspools In Eden","Pop/Rock"
"'Dead Kennedys'",786613,0.299,0.976,0.302,153.975,-3.48,1,2,0.00115,2.54e-05,0.177,0.165,0,160427,36,1987,"12/21/1987","Life Sentence","Pop/Rock"
"'Dead Kennedys'",786613,0.351,0.971,0.117,111.634,-5.782,1,9,0.00602,7.29e-06,0.303,0.135,0,260160,35,1987,"12/21/1987","******** ***** Holocaust","Pop/Rock"
"'Dead Kennedys'",786613,0.335,0.982,0.196,93.226,-3.945,1,2,0.00512,0.005,0.0513,0.294,0,55187,34,1987,"12/21/1987","A Child and His Lawnmower","Pop/Rock"
"'Dead Kennedys'",786613,0.32,0.979,0.604,150.026,-6.346,1,2,0.000209,4.05e-06,0.117,0.104,0,127138,29,1986,"12/21/1986","Hope With the Jet Set","Pop/Rock"
"'Dead Kennedys'",786613,0.341,0.964,0.581,155.515,-5.271,1,9,0.000675,0,0.243,0.0653,0,305960,28,1985,"12/21/1985","Chicken Farm","Pop/Rock"
"'Dead Kennedys'",786613,0.291,0.975,0.361,150.041,-5.164,1,4,0.00642,4.49e-05,0.353,0.163,0,69590,29,1986,"12/21/1986","Dear Abby","Pop/Rock"
"'Dead Kennedys'",786613,0.404,0.876,0.167,107.843,-9.461,0,11,0.636,0,0.155,0.355,0,257467,32,1987,"12/21/1987","**** **** Makes the World Go 'Round","Pop/Rock"
"'Dead Kennedys'",786613,0.347,0.974,0.343,124.607,-5.816,1,9,0.0645,0.655,0.37,0.124,0,133480,32,1987,"12/21/1987","Straight A's","Pop/Rock"
"'Dead Kennedys'",786613,0.255,0.961,0.563,176.308,-5.78,0,4,0.000403,0.000367,0.0964,0.0835,0,264960,27,1985,"12/21/1985","Goons of Hazzard","Pop/Rock"
"'Dead Kennedys'",786613,0.265,0.977,0.566,161.901,-6.522,0,6,0.000489,1.09e-05,0.0419,0.127,0,225672,28,1986,"12/21/1986","Lie Detector","Pop/Rock"
"'Dead Kennedys'",786613,0.504,0.926,0.232,106.986,-5.846,0,9,0.00505,0.0115,0.872,0.0501,0,220667,26,1985,"12/21/1985","At MY ***","Pop/Rock"
"'Dead Kennedys'",786613,0.441,0.965,0.375,139.362,-4.632,0,3,0.515,6.54e-06,0.51,0.607,0,310160,29,1987,"12/21/1987","***** of the Living Rednecks","Pop/Rock"
"'Dead Kennedys'",786613,0.312,0.984,0.346,142.787,-5.446,1,8,0.000532,3.56e-06,0.326,0.183,0,142933,30,1987,"12/21/1987","Buzzbomb from Pasadena","Pop/Rock"
"'Dead Kennedys'",786613,0.359,0.261,0.207,122.955,-11.765,1,11,0.103,0.000343,0.0921,0.0379,0,228387,29,1987,"12/21/1987","The Prey","Pop/Rock"
"'Dead Kennedys'",786613,0.314,0.982,0.486,139.931,-4.756,0,11,0.000122,0,0.237,0.112,0,141804,39,2001,"2001","Buzzbomb","Pop/Rock"
"'Dead Kennedys'",786613,0.133,0.927,0.5,197.708,-5.371,1,7,0.00344,0.00044,0.0915,0.0741,0,224867,61,1987,"12/21/1987","Holiday in Cambodia","Pop/Rock"
"'Dead Kennedys'",786613,0.207,0.967,0.598,202.423,-5.381,1,4,0.0627,6.32e-05,0.504,0.0982,0,144973,58,1987,"12/21/1987","Police Truck","Pop/Rock"
"'Dead Kennedys'",786613,0.317,0.885,0.704,111.366,-4.768,1,8,0.176,0.000249,0.221,0.144,0,207040,58,1987,"12/21/1987","California Uber Alles","Pop/Rock"
"'Dead Kennedys'",786613,0.13,0.979,0.368,205.39,-3.903,1,2,0.617,0.409,0.338,0.113,0,277533,48,1980,"9/2/1980","Holiday in Cambodia","Pop/Rock"
"'Dead Kennedys'",786613,0.27,0.973,0.443,105.292,-3.219,1,2,0.212,0.00204,0.346,0.0725,0,187360,45,1980,"9/2/1980","**** the Poor","Pop/Rock"
"'Dead Kennedys'",786613,0.441,0.966,0.586,103.327,-4.876,0,4,0.000548,0.000829,0.415,0.0503,1,160653,54,1987,"12/21/1987","Too **** to ****","Pop/Rock"
"'Dead Kennedys'",786613,0.345,0.925,0.595,102.242,-3.715,1,8,0.561,0.00106,0.0396,0.132,0,183733,44,1980,"9/2/1980","California Über Alles","Pop/Rock"
"'Dead Kennedys'",786613,0.362,0.934,0.73,172.463,-5.106,1,6,0.00921,8.93e-05,0.1,0.0908,0,258360,45,1985,"12/21/1985","Soup is Good Food","Pop/Rock"
"'Dead Kennedys'",786613,0.219,0.976,0.613,161.285,-2.934,1,11,0.434,0.5,0.309,0.0967,0,133040,39,1980,"9/2/1980","Let's Lynch the Landlord","Pop/Rock"
"'Dead Kennedys'",786613,0.237,0.942,0.592,180.51,-4.738,1,7,0.000348,0.00362,0.316,0.069,0,138453,46,1987,"12/21/1987","I Fought the Law","Pop/Rock"
"'Dead Kennedys'",786613,0.302,0.972,0.52,119.561,-3.041,1,2,0.674,0.0227,0.288,0.179,0,178560,36,1980,"9/2/1980","Chemical Warfare","Pop/Rock"
"'Dead Kennedys'",786613,0.326,0.97,0.841,136.489,-3.194,1,11,0.418,0.0164,0.129,0.111,0,83813,35,1980,"9/2/1980","When Ya Get Drafted","Pop/Rock"
"'Dead Kennedys'",786613,0.49,0.905,0.859,129.538,-3.044,1,9,0.0153,0.19,0.0377,0.048,0,83587,35,1980,"9/2/1980","Forward to Death","Pop/Rock"
"'Dead Kennedys'",786613,0.397,0.923,0.676,112.666,-4.029,0,10,0.00132,0,0.261,0.201,1,63390,52,2001,"2001","**** Punks ****","Pop/Rock"
"'Dead Kennedys'",786613,0.34,0.973,0.694,150.698,-3.77,1,9,0.133,4.14e-05,0.0552,0.0817,0,162307,34,1980,"9/2/1980","Viva Las Vegas","Pop/Rock"
"'Dead Kennedys'",786613,0.227,0.99,0.764,165.649,-2.986,1,7,0.612,0.158,0.491,0.0844,0,116947,33,1980,"9/2/1980","Drug Me","Pop/Rock"
"'Dead Kennedys'",786613,0.194,0.972,0.295,141.888,-2.909,1,3,0.0943,0.0802,0.0885,0.132,0,124733,32,1980,"9/2/1980","I **** Children","Pop/Rock"
"'Dead Kennedys'",786613,0.379,0.987,0.691,135.917,-3.018,1,0,0.308,0.00726,0.323,0.16,0,94800,31,1980,"9/2/1980","Stealing People's Mail","Pop/Rock"
"'Dead Kennedys'",786613,0.384,0.99,0.431,130.732,-2.764,1,4,0.248,0.399,0.405,0.169,0,80400,31,1980,"9/2/1980","Your Emotions","Pop/Rock"
"'Dead Kennedys'",786613,0.328,0.923,0.341,112.357,-7.305,1,2,0.0126,0,0.257,0.155,0,246253,36,1985,"12/21/1985","Jock-O-Rama","Pop/Rock"
"'Dead Kennedys'",786613,0.319,0.9,0.465,85.682,-5.927,1,7,0.0863,4.72e-05,0.712,0.176,0,352587,40,1987,"12/21/1987","Pull My Strings","Pop/Rock"
"'Dead Kennedys'",786613,0.416,0.971,0.853,111.143,-2.752,0,9,0.443,0.0359,0.323,0.0644,0,109973,29,1980,"9/2/1980","Funland at the Beach","Pop/Rock"
"'Dead Kennedys'",786613,0.179,0.983,0.319,162.709,-5.46,1,4,0.000195,0.000235,0.304,0.11,0,349920,35,1985,"12/21/1985","A Growing Boy Needs His Lunch","Pop/Rock"
"'Dead Kennedys'",786613,0.342,0.983,0.434,139.786,-5.161,1,2,0.00172,0,0.108,0.142,0,385427,34,1985,"12/21/1985","Stars and ******* of Corruption","Pop/Rock"
"'Dead Kennedys'",786613,0.461,0.966,0.785,115.736,-3.719,1,7,0.0371,0.00163,0.0345,0.0574,0,166600,28,1980,"9/2/1980","Ill in the Head","Pop/Rock"
"'Dead Kennedys'",786613,0.182,0.969,0.302,189.175,-4.787,1,7,0.000924,5.61e-05,0.268,0.179,0,324147,34,1985,"12/21/1985","This Could Be Anywhere","Pop/Rock"
"'Dead Kennedys'",786613,0.203,0.964,0.221,173.907,-4.862,0,4,0.00495,0,0.48,0.228,0,141720,33,1985,"12/21/1985","**********","Pop/Rock"
"'Dead Kennedys'",786613,0.37,0.976,0.432,97.832,-6.536,1,2,0.00226,0.00165,0.104,0.137,0,85447,34,1986,"12/21/1986","Take This *** and Shove It","Pop/Rock"
"'Dead Kennedys'",786613,0.34,0.995,0.515,112.07,-3.421,1,5,0.458,0.000122,0.507,0.154,0,182107,37,1987,"12/21/1987","The Man with the ****","Pop/Rock"
"'Dead Kennedys'",786613,0.195,0.883,0.33,158.219,-7.082,1,2,8.71e-05,1.58e-05,0.36,0.0631,0,267633,46,2001,"2001","Moon Over Marin","Pop/Rock"
"'Dead Kennedys'",786613,0.359,0.819,0.222,89.291,-6.008,0,9,0.115,0,0.316,0.0893,0,359027,32,1986,"12/21/1986","*********** Conformist","Pop/Rock"
"'Dead Kennedys'",786613,0.337,0.94,0.841,139.099,-4,1,2,0.369,0.0211,0.364,0.125,0,100053,37,1987,"12/21/1987","Insight","Pop/Rock"
"'Dead Meadow'",223523,0.365,0.632,0.289,129.545,-6.574,1,11,0.444,0.708,0.127,0.0303,0,452747,41,2001,"2001","Sleepy Silver Door","Pop/Rock"
"'Dead Moon'",222351,0.634,0.713,0.889,137.38,-6.234,1,1,0.0457,0.0868,0.171,0.0294,0,188141,36,1990,"6/30/1990","Walking on My Grave","Pop/Rock"
"'Dead Moon'",222351,0.279,0.845,0.575,173.427,-7.358,1,8,0.000283,0.0636,0.0992,0.141,0,251337,33,1989,"7/15/1989","54/40 or Fight","Pop/Rock"
"'Dead Moon'",222351,0.358,0.956,0.251,150.165,-5.782,0,4,0.00111,8.53e-06,0.25,0.0826,0,152965,31,1988,"9/1/1988","Graveyard","Pop/Rock"
"'Dead Moon'",222351,0.628,0.435,0.649,114.259,-8.887,1,0,0.00496,0.14,0.0766,0.0325,0,167393,30,1989,"7/15/1989","A Miss of You","Pop/Rock"
"'Dead Moon'",222351,0.534,0.653,0.434,155.693,-7.358,1,9,0.00351,0.0205,0.254,0.0314,0,287033,43,1989,"7/15/1989","Dead Moon *****","Pop/Rock"
"'Dead or Alive'",226556,0.657,0.965,0.961,129.995,-5.621,1,4,0.0164,0,0.169,0.0311,0,225920,33,1985,"1985","You Spin Me Round (Like a Record) - Metro 7"" Edit","Pop/Rock"
"'Dead or Alive'",226556,0.723,0.909,0.731,126.849,-9.168,0,9,0.0305,0.515,0.0701,0.0427,0,236933,33,1985,"3/26/1985","I Wanna Be a Toy","Pop/Rock"
"'Dead or Alive'",226556,0.686,0.882,0.941,128.206,-8.747,0,6,0.0495,0.048,0.387,0.0505,0,445200,33,1985,"3/26/1985","You Spin Me Round (Like a Record) - Performance Mix","Pop/Rock"
"'Dead or Alive'",226556,0.567,0.943,0.965,128.207,-7.992,0,6,0.0308,0.0966,0.544,0.0387,0,199667,72,1985,"3/26/1985","You Spin Me Round (Like a Record)","Pop/Rock"
"'Dead or Alive'",226556,0.675,0.783,0.938,128.53,-10.243,0,6,0.0044,0.0129,0.377,0.0468,0,267093,49,1987,"1987","You Spin Me Round (Like a Record) - Rip It Up Version","Pop/Rock"
"'Dead or Alive'",226556,0.568,0.921,0.911,119.799,-9.757,1,6,0.00527,0.000239,0.308,0.0473,0,318827,36,1987,"1/13/1987","Brand New Lover","Pop/Rock"
"'Deadmau5'",879144,0.903,0.648,0.342,128.014,-5.582,0,5,0.000105,0.869,0.106,0.119,0,297187,45,2009,"2009","Moar Ghosts 'n' Stuff","Electronic"
"'Deadmau5'",879144,0.73,0.511,0.644,128.025,-5.198,1,1,8.76e-05,0.273,0.247,0.0712,0,243750,51,2012,"9/25/2012","Professional Griefers - Vocal Mix","Electronic"
"'Deadmau5'",879144,0.798,0.58,0.689,128.008,-7.508,1,0,0.0374,0.879,0.109,0.0595,0,479998,44,2008,"9/26/2008","Not Exactly","Electronic"
"'Deadmau5'",879144,0.778,0.709,0.337,128.01,-7.752,1,5,0.00424,0.00273,0.748,0.0532,0,401622,47,2010,"12/6/2010","Sofi Needs a Ladder","Electronic"
"'Deadmau5'",879144,0.8,0.736,0.69,128.024,-9.588,0,2,0.0443,0.904,0.139,0.0681,0,150001,42,2008,"9/26/2008","Faxing Berlin","Electronic"
"'Deadmau5'",879144,0.528,0.715,0.107,127.997,-9.736,1,1,0.00762,0.824,0.0673,0.0543,0,322504,42,2008,"9/26/2008","Brazil - *** edit","Electronic"
"'Deadmau5'",879144,0.703,0.563,0.399,127.987,-10.63,1,1,0.0281,0.898,0.0959,0.0389,0,450001,42,2008,"9/26/2008","Alone With You","Electronic"
"'Deadmau5'",879144,0.973,0.468,0.338,128.02,-4.258,0,11,0.000162,0.158,0.671,0.246,0,375000,44,2010,"12/6/2010","Animal Rights","Electronic"
"'Deadmau5'",879144,0.742,0.631,0.333,128.025,-8.945,1,9,0.16,0.427,0.0685,0.0321,0,520146,46,2012,"9/25/2012","The Veldt - 8 Minute Edit","Electronic"
"'Deadmau5'",879144,0.894,0.486,0.213,127.981,-11.535,1,10,0.18,0.808,0.317,0.105,0,104996,39,2008,"9/26/2008","Faxing Berlin - Piano Acoustica Version","Electronic"
"'Deadmau5'",879144,0.611,0.613,0.491,127.979,-6.942,1,8,4.73e-05,0.105,0.159,0.129,0,328747,61,2009,"2009","Ghosts 'n' Stuff","Electronic"
"'Deadmau5'",879144,0.813,0.515,0.633,128.01,-8.044,0,11,0.0236,0.25,0.115,0.0465,0,547503,52,2008,"9/26/2008","I Remember","Electronic"
"'Deadmau5'",879144,0.656,0.662,0.0712,128.022,-9.345,0,8,8.12e-05,0.886,0.104,0.0307,0,212067,55,2010,"2/23/2010","Strobe - Radio Edit","Electronic"
"'Deadmau5'",879144,0.433,0.444,0.0356,128.01,-9.911,0,8,0.013,0.856,0.121,0.0372,0,633187,50,2009,"2009","Strobe","Electronic"
"'Deadmau5'",879144,0.736,0.759,0.485,128.039,-7.066,1,9,0.0573,0.207,0.0778,0.0347,0,170059,54,2012,"5/6/2012","The Veldt - Radio Edit","Electronic"
"'Deadmau5'",879144,0.507,0.699,0.0744,139.909,-7.483,1,1,0.0166,0.00172,0.112,0.0814,0,502909,50,2010,"12/6/2010","Raise Your Weapon","Electronic"
"'Deadmau5'",879144,0.534,0.811,0.385,128,-5.397,0,5,6.85e-05,0.00283,0.719,0.0788,0,191414,46,2009,"9/8/2009","Ghosts 'n' Stuff (feat. Rob Swire) - Radio Edit","Electronic"
"'Deadmau5'",879144,0.786,0.427,0.42,128.005,-8.015,1,1,6.42e-05,0.537,0.0734,0.0669,0,443141,48,2010,"12/6/2010","**** Chords","Electronic"
"'Deadsy'",186440,0.523,0.933,0.677,100.958,-5.223,1,9,0.000162,0.00643,0.151,0.0917,0,192933,40,1999,"1999","The Key To Gramercy Park - Album Version (Edited)","Pop/Rock"
"'Dean Martin'",813392,0.803,0.334,0.738,117.357,-15.078,1,2,0.705,0.000971,0.156,0.036,0,143333,10,1956,"1956","(I Love You) For Sentimental Reasons","Vocal"
"'Dean Martin'",813392,0.584,0.115,0.61,89.205,-20.669,1,10,0.925,0.00791,0.105,0.0364,0,162333,8,1956,"1956","A Hundred Years From Today","Vocal"
"'Dean Martin'",813392,0.823,0.164,0.589,122.405,-14.599,1,8,0.852,1.84e-05,0.115,0.0378,0,141040,18,1957,"1957","For You","Vocal"
"'Dean Martin'",813392,0.566,0.233,0.798,128.097,-15.109,0,7,0.835,0,0.0634,0.0572,0,140333,16,1957,"1957","It Looks Like Love","Vocal"
"'Dean Martin'",813392,0.441,0.0595,0.275,67.703,-21.322,1,9,0.946,0.00683,0.0903,0.0411,0,198667,12,1957,"1957","It's Easy To Remember","Vocal"
"'Dean Martin'",813392,0.202,0.0983,0.216,79.335,-19.145,0,8,0.931,0.0399,0.106,0.033,0,168000,17,1959,"1/1/1959","June In January","Vocal"
"'Dean Martin'",813392,0.131,0.0791,0.0857,175.246,-20.429,1,11,0.905,0.309,0.0925,0.0356,0,231893,14,1959,"1959","Sleep Warm","Vocal"
"'Dean Martin'",813392,0.146,0.0769,0.104,88.189,-22.168,1,8,0.832,0.288,0.156,0.0369,0,200200,13,1959,"1959","Dream","Vocal"
"'Dean Martin'",813392,0.189,0.161,0.14,94.524,-16.336,1,0,0.953,0.0357,0.084,0.0337,0,159027,15,1959,"1959","Sogni D'Oro","Vocal"
